Fecha del Siniestro,Tipo de auto,Modelo,Monto del siniestro,Aplica cobertura,Deducible,Reclamo de no-Cobertura,Pérdida total
20/08/2020,Austero,2017,6210,Si,1400,No,No
01/07/2020,Subcompacto,2019,11580,Si,2400,No,No
02/05/2020,Camioneta,2018,69260,Si,8000,No,No
03/09/2020,Deportivo,2016,30230,Si,4200,No,No
18/04/2020,Austero,2017,8570,Si,1700,No,No
28/05/2020,Austero,2017,6790,Si,1000,No,No
29/06/2020,Camioneta,2016,97720,Si,9600,No,No
23/04/2020,Austero,2018,4710,Si,1500,No,No
14/04/2020,Austero,2017,7360,Si,1400,No,No
20/03/2020,Austero,2018,2360,Si,1900,No,No
24/11/2020,compacto,2017,21270,Si,3500,No,No
30/07/2020,compacto,2017,29380,Si,3600,No,No
10/05/2020,Subcompacto,2017,18430,Si,2300,No,No
04/03/2020,Camioneta,2018,56180,Si,6100,No,No
05/10/2020,Austero,2018,4070,Si,1900,No,No
23/06/2020,Subcompacto,2018,11250,Si,2800,No,No
28/11/2020,Subcompacto,2017,19450,Si,2800,No,No
05/04/2020,Austero,2016,6030,Si,1900,No,No
09/09/2020,Deportivo,2017,33670,Si,4900,No,No
01/04/2020,Subcompacto,2017,15110,Si,2800,No,No
10/03/2020,Camioneta,2017,68890,Si,7500,No,No
12/03/2020,Austero,2018,7450,Si,1100,No,No
21/08/2020,compacto,2017,21530,Si,3100,No,No
12/11/2020,Deportivo,2017,38330,Si,4100,No,No
08/01/2020,compacto,2017,22390,Si,3600,No,No
16/05/2020,Subcompacto,2017,14910,Si,2600,No,No
04/07/2020,Camioneta,2018,83450,Si,6400,No,No
17/10/2020,Subcompacto,2016,17720,Si,2400,No,No
03/05/2020,Subcompacto,2017,11140,Si,2600,No,No
04/07/2020,Camioneta,2016,55120,Si,6300,No,No
24/11/2020,compacto,2018,27370,Si,3700,No,No
22/01/2020,Deportivo,2017,30840,Si,4300,No,No
05/02/2020,Austero,2017,8800,Si,2000,No,No
09/10/2020,Subcompacto,2017,17610,Si,2400,No,No
01/05/2020,Deportivo,2019,31250,Si,4800,No,No
19/03/2020,Austero,2017,3710,Si,1400,No,No
15/11/2020,Camioneta,2017,62660,Si,9000,No,No
14/12/2020,Deportivo,2017,31610,Si,4800,No,No
05/06/2020,Austero,2017,5280,Si,1900,No,No
08/12/2020,Deportivo,2017,39390,Si,4500,No,No
19/06/2020,Subcompacto,2017,16310,Si,2600,No,No
26/10/2020,Austero,2018,1810,Si,1200,No,No
11/06/2020,Camioneta,2018,55240,Si,6200,No,No
04/03/2020,Austero,2017,4570,Si,1600,No,No
28/02/2020,Austero,2017,1510,Si,1100,No,No
02/12/2020,Austero,2017,6450,Si,1400,No,No
01/12/2020,Camioneta,2017,51470,Si,9500,No,No
02/11/2020,Deportivo,2018,34520,Si,5000,No,No
23/08/2020,Subcompacto,2014,10860,Si,3000,No,No
20/09/2020,compacto,2018,22680,Si,4000,No,No
06/06/2020,Austero,2017,5350,Si,1700,No,No
16/12/2020,Subcompacto,2016,18710,Si,2000,No,No
24/07/2020,Austero,2017,240,Si,1300,Si,No
14/10/2020,Camioneta,2017,79010,Si,9500,No,No
20/04/2020,Camioneta,2018,68510,Si,7100,No,No
30/09/2020,Camioneta,2017,88670,Si,6900,No,No
06/09/2020,Subcompacto,2016,12180,Si,2700,No,No
05/02/2020,Subcompacto,2017,16440,Si,2800,No,No
10/01/2020,Camioneta,2017,66220,Si,6400,No,No
27/04/2020,Subcompacto,2017,19420,Si,2400,No,No
14/03/2020,Subcompacto,2017,15850,Si,2200,No,No
20/10/2020,Austero,2018,2440,Si,2000,No,No
05/05/2020,Subcompacto,2018,16370,Si,2200,No,No
28/06/2020,De Lujo,2018,44900,Si,5900,No,No
27/07/2020,De Lujo,2018,44420,Si,5200,No,No
24/02/2020,De Lujo,2017,43110,Si,5100,No,No
30/01/2020,Austero,2017,8310,Si,1400,No,No
10/07/2020,compacto,2018,21350,Si,3000,No,No
19/12/2020,Subcompacto,2018,19570,Si,2200,No,No
21/11/2020,De Lujo,2016,44930,Si,6000,No,No
08/10/2020,Camioneta,2018,59470,Si,8100,No,No
26/02/2020,compacto,2018,24850,Si,3500,No,No
10/06/2020,Austero,2016,5000,Si,1600,No,No
26/10/2020,Camioneta,2017,63010,Si,7600,No,No
28/12/2020,compacto,2016,25960,Si,3500,No,No
13/11/2020,De Lujo,2016,44950,Si,5500,No,No
06/11/2020,Austero,2017,7950,Si,1000,No,No
10/06/2020,compacto,2016,23380,Si,4000,No,No
25/03/2020,Austero,2016,4640,Si,1300,No,No
17/08/2020,Austero,2016,6650,Si,1600,No,No
07/10/2020,Subcompacto,2018,10710,Si,2600,No,No
02/06/2020,Austero,2017,3070,Si,1500,No,No
04/02/2020,Deportivo,2018,37080,Si,4400,No,No
21/05/2020,compacto,2017,21230,Si,3500,No,No
17/07/2020,De Lujo,2017,42930,Si,5000,No,No
13/12/2020,Austero,2017,2000,Si,1900,No,No
22/01/2020,Austero,2016,9530,Si,1000,No,No
11/08/2020,Austero,2016,9670,Si,1500,No,No
04/02/2020,Austero,2017,5810,Si,1600,No,No
09/12/2020,Subcompacto,2016,12380,Si,2700,No,No
18/01/2020,Deportivo,2017,39100,Si,4500,No,No
13/08/2020,Austero,2017,5610,Si,1900,No,No
31/01/2020,Austero,2017,3250,Si,2000,No,No
02/11/2020,Austero,2017,8250,Si,1700,No,No
10/09/2020,Deportivo,2017,39170,Si,4900,No,No
13/08/2020,Subcompacto,2017,13650,Si,2300,No,No
30/10/2020,Camioneta,2017,130410,Si,6800,No,No
28/09/2020,Austero,2017,8110,Si,1000,No,No
12/10/2020,compacto,2018,25240,Si,3400,No,No
30/10/2020,De Lujo,2015,49870,Si,5400,No,No
16/10/2020,Deportivo,2016,33870,Si,4100,No,No
03/07/2020,Camioneta,2017,103480,Si,7000,No,No
14/10/2020,compacto,2017,29580,Si,3400,No,No
23/12/2020,Camioneta,2018,111850,Si,7900,No,No
13/09/2020,Camioneta,2017,81300,Si,8600,No,No
22/06/2020,compacto,2016,29640,Si,3200,No,No
17/09/2020,Austero,2016,5760,Si,1400,No,No
01/06/2020,Subcompacto,2017,15770,Si,2600,No,No
05/04/2020,Deportivo,2017,30250,Si,4300,No,No
10/11/2020,Austero,2015,6810,Si,1000,No,No
12/03/2020,compacto,2015,20920,Si,3500,No,No
12/01/2020,Camioneta,2017,146160,Si,8500,No,No
06/09/2020,Subcompacto,2017,18980,Si,2000,No,No
23/01/2020,Camioneta,2018,107710,Si,8700,No,No
13/05/2020,Subcompacto,2018,17500,Si,2500,No,No
14/11/2020,Austero,2016,3050,Si,2000,No,No
18/04/2020,compacto,2017,23180,Si,3500,No,No
29/01/2020,Camioneta,2018,71070,Si,8100,No,No
08/06/2020,Camioneta,2016,64690,Si,9500,No,No
29/01/2020,Camioneta,2017,67420,Si,8000,No,No
04/09/2020,Camioneta,2016,100640,Si,9700,No,No
28/08/2020,Subcompacto,2017,14340,Si,2800,No,No
06/02/2020,Camioneta,2017,79890,Si,9900,No,No
05/08/2020,Subcompacto,2017,16860,Si,2400,No,No
14/02/2020,Subcompacto,2016,12320,Si,2900,No,No
03/05/2020,Camioneta,2016,116750,Si,8100,No,No
21/08/2020,De Lujo,2018,46580,Si,5100,No,No
08/07/2020,Camioneta,2017,125480,Si,7500,No,No
05/11/2020,Austero,2018,2600,Si,1300,No,No
28/08/2020,Subcompacto,2017,13830,Si,2800,No,No
23/01/2020,compacto,2016,20070,Si,3200,No,No
12/11/2020,Austero,2017,2090,Si,1000,No,No
08/09/2020,Subcompacto,2017,19080,Si,2800,No,No
07/09/2020,Deportivo,2019,31470,Si,4800,No,No
28/06/2020,Camioneta,2017,59170,Si,9100,No,No
07/04/2020,De Lujo,2017,40740,Si,5300,No,No
20/08/2020,Subcompacto,2017,16110,Si,3000,No,No
11/12/2020,Austero,2018,1680,Si,2000,Si,No
06/03/2020,Subcompacto,2018,12840,Si,2400,No,No
11/02/2020,Deportivo,2016,39620,Si,4300,No,No
22/10/2020,Subcompacto,2018,19350,Si,2900,No,No
23/01/2020,Austero,2017,1240,Si,1200,No,No
02/10/2020,Austero,2017,2390,Si,1200,No,No
12/01/2020,compacto,2017,29960,Si,3100,No,No
17/03/2020,Camioneta,2017,50020,Si,9400,No,No
06/03/2020,Austero,2017,9750,Si,1400,No,No
11/11/2020,Deportivo,2017,34320,Si,4800,No,No
28/09/2020,compacto,2017,28020,Si,3000,No,No
28/07/2020,Austero,2017,6280,Si,1200,No,No
24/04/2020,Subcompacto,2017,16880,Si,2900,No,No
02/10/2020,Subcompacto,2017,17320,Si,2100,No,No
08/05/2020,Camioneta,2017,54900,Si,6900,No,No
02/07/2020,Camioneta,2018,111540,Si,7000,No,No
21/06/2020,compacto,2018,21450,Si,3800,No,No
11/06/2020,Austero,2018,2140,Si,1100,No,No
04/09/2020,Subcompacto,2018,10360,Si,2800,No,No
05/11/2020,compacto,2016,20900,Si,3700,No,No
28/05/2020,Subcompacto,2018,12610,Si,3000,No,No
06/11/2020,Austero,2018,8050,Si,2000,No,No
13/12/2020,Austero,2017,9730,Si,1400,No,No
16/08/2020,Subcompacto,2017,11920,Si,2100,No,No
25/01/2020,De Lujo,2016,43930,Si,5000,No,No
27/05/2020,Subcompacto,2015,10600,Si,2300,No,No
28/11/2020,Subcompacto,2018,11220,Si,2100,No,No
06/05/2020,Austero,2018,550,Si,1300,Si,No
29/11/2020,Subcompacto,2017,12080,Si,2600,No,No
02/10/2020,Deportivo,2018,31200,Si,4900,No,No
18/02/2020,De Lujo,2017,41460,Si,5200,No,No
13/02/2020,compacto,2017,24520,Si,3600,No,No
16/06/2020,Deportivo,2018,36120,Si,5000,No,No
14/02/2020,Deportivo,2016,35860,Si,4000,No,No
29/10/2020,Subcompacto,2016,13370,Si,3000,No,No
17/10/2020,Austero,2018,7390,Si,2000,No,No
08/07/2020,Austero,2016,4550,Si,1700,No,No
25/02/2020,Austero,2017,1780,Si,1700,No,No
02/05/2020,Austero,2017,6400,Si,1000,No,No
08/04/2020,Austero,2017,200,Si,1900,Si,No
21/01/2020,Camioneta,2016,64640,Si,9300,No,No
14/10/2020,Subcompacto,2017,17860,Si,2100,No,No
04/02/2020,compacto,2017,28840,Si,3000,No,No
16/01/2020,De Lujo,2017,46410,Si,5400,No,No
26/01/2020,Austero,2016,9210,Si,1100,No,No
10/11/2020,De Lujo,2016,41940,Si,5600,No,No
22/07/2020,Deportivo,2017,31880,Si,4300,No,No
30/09/2020,Austero,2018,3470,Si,1000,No,No
30/01/2020,De Lujo,2017,48210,Si,5200,No,No
26/02/2020,Subcompacto,2016,10150,Si,2200,No,No
08/12/2020,Subcompacto,2017,15170,Si,2700,No,No
12/01/2020,Subcompacto,2017,14600,Si,2900,No,No
24/08/2020,Subcompacto,2018,15280,Si,2700,No,No
26/05/2020,compacto,2016,20670,Si,3500,No,No
03/06/2020,Camioneta,2016,53820,Si,7200,No,No
07/11/2020,Austero,2017,3680,Si,1400,No,No
15/11/2020,Austero,2016,6630,Si,1800,No,No
04/04/2020,compacto,2017,25480,Si,3200,No,No
04/08/2020,Subcompacto,2018,11710,Si,2800,No,No
05/02/2020,Austero,2017,5310,Si,1400,No,No
01/04/2020,Subcompacto,2017,19880,Si,2900,No,No
20/04/2020,Austero,2017,7500,Si,1800,No,No
10/07/2020,Camioneta,2017,138390,Si,8900,No,No
27/09/2020,Austero,2017,6830,Si,1700,No,No
30/04/2020,Camioneta,2018,68550,Si,8200,No,No
11/07/2020,Deportivo,2017,34750,Si,4800,No,No
20/12/2020,Austero,2017,4270,Si,1200,No,No
17/05/2020,Subcompacto,2017,10580,Si,3000,No,No
05/01/2020,Austero,2017,8880,Si,1400,No,No
14/10/2020,Austero,2016,2800,Si,1600,No,No
13/08/2020,Deportivo,2017,32280,Si,5000,No,No
11/12/2020,Austero,2017,790,Si,1100,Si,No
17/07/2020,Camioneta,2017,53510,Si,8700,No,No
06/12/2020,Austero,2017,10,Si,1100,Si,No
01/05/2020,Camioneta,2017,67710,Si,9400,No,No
19/12/2020,Austero,2014,5790,Si,1000,No,No
21/07/2020,Subcompacto,2016,12710,Si,2700,No,No
01/02/2020,Deportivo,2016,35080,Si,4000,No,No
27/06/2020,compacto,2017,28480,Si,4000,No,No
24/06/2020,Austero,2017,6850,Si,1100,No,No
04/01/2020,compacto,2017,24850,Si,3300,No,No
03/12/2020,De Lujo,2017,49740,Si,5800,No,No
03/04/2020,Austero,2016,7200,Si,1600,No,No
17/02/2020,Deportivo,2017,32040,Si,4600,No,No
04/09/2020,Deportivo,2016,32170,Si,4800,No,No
30/09/2020,Austero,2017,4010,Si,2000,No,No
06/10/2020,compacto,2017,21270,Si,3200,No,No
31/01/2020,Austero,2018,8860,Si,1700,No,No
08/02/2020,Austero,2016,800,Si,2000,Si,No
14/06/2020,compacto,2017,27810,Si,3500,No,No
15/10/2020,Camioneta,2017,125670,Si,9500,No,No
01/08/2020,De Lujo,2016,42060,Si,5200,No,No
27/12/2020,compacto,2017,28470,Si,3400,No,No
01/02/2020,compacto,2016,20600,Si,3000,No,No
08/09/2020,Deportivo,2017,31190,Si,4900,No,No
19/01/2020,Camioneta,2017,53380,Si,9300,No,No
25/12/2020,compacto,2017,20980,Si,3900,No,No
31/10/2020,Subcompacto,2017,11400,Si,2600,No,No
01/12/2020,Austero,2018,7820,Si,1100,No,No
12/12/2020,compacto,2017,21230,Si,3700,No,No
26/05/2020,Camioneta,2015,95790,Si,8200,No,No
21/11/2020,Subcompacto,2016,15790,Si,2300,No,No
25/12/2020,Subcompacto,2016,19330,Si,2400,No,No
20/09/2020,Subcompacto,2017,13880,Si,2300,No,No
29/06/2020,Subcompacto,2017,14540,Si,3000,No,No
26/02/2020,Austero,2018,1870,Si,1700,No,No
08/12/2020,Austero,2018,1230,Si,1000,No,No
13/06/2020,compacto,2017,20390,Si,3600,No,No
27/01/2020,Austero,2017,6550,Si,1700,No,No
13/03/2020,Camioneta,2017,56160,Si,9300,No,No
14/06/2020,Subcompacto,2017,17250,Si,2300,No,No
17/05/2020,Camioneta,2016,55870,Si,8900,No,No
18/11/2020,Austero,2017,6210,Si,1500,No,No
03/11/2020,De Lujo,2017,46850,Si,6000,No,No
28/02/2020,Austero,2015,7200,Si,1800,No,No
23/12/2020,Camioneta,2017,67040,Si,6800,No,No
14/02/2020,compacto,2018,28070,Si,4000,No,No
18/04/2020,De Lujo,2017,43880,Si,5500,No,No
24/11/2020,Austero,2017,5910,Si,1500,No,No
03/03/2020,Camioneta,2017,89170,Si,7900,No,No
16/06/2020,De Lujo,2016,40580,Si,5100,No,No
30/08/2020,compacto,2016,21680,Si,3000,No,No
02/12/2020,Deportivo,2017,35610,Si,4900,No,No
31/08/2020,Austero,2017,140,Si,1600,Si,No
17/11/2020,Austero,2017,7070,Si,1400,No,No
15/12/2020,Camioneta,2017,50690,Si,6500,No,No
23/05/2020,Austero,2017,6460,Si,1000,No,No
01/02/2020,compacto,2017,27210,Si,3200,No,No
03/05/2020,Subcompacto,2017,18540,Si,3000,No,No
10/02/2020,Austero,2016,4980,Si,1800,No,No
05/12/2020,Camioneta,2018,70210,Si,8900,No,No
07/03/2020,De Lujo,2017,45440,Si,5100,No,No
08/06/2020,Austero,2016,950,Si,1500,Si,No
04/08/2020,Austero,2016,8240,Si,1400,No,No
19/04/2020,Deportivo,2017,34440,Si,4600,No,No
27/02/2020,Camioneta,2018,58210,Si,8500,No,No
27/09/2020,Subcompacto,2016,11280,Si,2800,No,No
20/09/2020,Subcompacto,2017,12770,Si,2400,No,No
17/07/2020,Austero,2018,6610,Si,2000,No,No
25/05/2020,compacto,2017,21040,Si,3700,No,No
27/12/2020,Subcompacto,2017,19530,Si,2000,No,No
29/06/2020,Camioneta,2017,63960,Si,6300,No,No
22/11/2020,Austero,2016,2370,Si,1300,No,No
23/10/2020,Camioneta,2017,65460,Si,6800,No,No
01/04/2020,Austero,2018,1360,Si,2000,Si,No
18/12/2020,compacto,2018,21280,Si,3400,No,No
21/12/2020,Austero,2017,9110,Si,1500,No,No
21/03/2020,De Lujo,2016,41520,Si,6000,No,No
16/01/2020,Subcompacto,2017,14130,Si,2600,No,No
22/09/2020,Subcompacto,2017,14640,Si,2000,No,No
11/10/2020,Austero,2017,2850,Si,2000,No,No
18/02/2020,Subcompacto,2017,18710,Si,3000,No,No
19/04/2020,De Lujo,2017,45860,Si,5300,No,No
07/05/2020,Austero,2017,8870,Si,2000,No,No
28/03/2020,compacto,2017,21350,Si,3100,No,No
06/01/2020,compacto,2017,20810,Si,3700,No,No
01/07/2020,Subcompacto,2017,17460,Si,2900,No,No
08/04/2020,Subcompacto,2017,12740,Si,3000,No,No
16/12/2020,compacto,2017,20190,Si,3200,No,No
30/01/2020,Deportivo,2017,38080,Si,4600,No,No
29/04/2020,compacto,2017,23750,Si,3600,No,No
28/05/2020,compacto,2017,29650,Si,3800,No,No
16/12/2020,Subcompacto,2017,19770,Si,3000,No,No
18/08/2020,Subcompacto,2017,12850,Si,2900,No,No
21/12/2020,compacto,2017,21780,Si,3600,No,No
23/07/2020,Camioneta,2016,50910,Si,9300,No,No
05/04/2020,Deportivo,2017,34060,Si,4100,No,No
24/01/2020,compacto,2018,23220,Si,3200,No,No
24/12/2020,Camioneta,2018,67030,Si,8500,No,No
15/08/2020,compacto,2016,28950,Si,3600,No,No
05/03/2020,Subcompacto,2017,11770,Si,3000,No,No
20/03/2020,Austero,2017,5360,Si,1800,No,No
27/02/2020,Subcompacto,2016,18930,Si,3000,No,No
06/06/2020,Austero,2017,7590,Si,1600,No,No
01/11/2020,Subcompacto,2017,17670,Si,3000,No,No
19/08/2020,Subcompacto,2016,15330,Si,2400,No,No
20/03/2020,Camioneta,2018,67150,Si,7400,No,No
24/08/2020,De Lujo,2017,41550,Si,5800,No,No
10/11/2020,compacto,2017,25660,Si,3000,No,No
30/01/2020,Austero,2016,2660,Si,1700,No,No
25/07/2020,Camioneta,2017,70540,Si,8900,No,No
11/09/2020,Austero,2016,6310,Si,1000,No,No
25/12/2020,De Lujo,2017,46220,Si,6000,No,No
05/02/2020,compacto,2017,21680,Si,3200,No,No
23/12/2020,Deportivo,2016,30200,Si,4100,No,No
06/10/2020,Austero,2017,7570,Si,1500,No,No
26/08/2020,De Lujo,2017,45390,Si,5900,No,No
17/04/2020,compacto,2017,26690,Si,3100,No,No
26/01/2020,De Lujo,2018,43940,Si,5300,No,No
08/01/2020,Austero,2017,4440,Si,1600,No,No
27/05/2020,Austero,2017,9640,Si,1600,No,No
06/05/2020,compacto,2016,24450,Si,3100,No,No
27/07/2020,Camioneta,2018,56210,Si,9600,No,No
10/03/2020,Deportivo,2016,31950,Si,4300,No,No
07/07/2020,Austero,2017,3740,Si,1000,No,No
16/03/2020,De Lujo,2017,40010,Si,5800,No,No
23/08/2020,Austero,2017,1170,Si,1000,No,No
08/07/2020,compacto,2017,28910,Si,3300,No,No
09/03/2020,Camioneta,2018,124340,Si,8600,No,No
30/03/2020,Camioneta,2017,88970,Si,7700,No,No
30/10/2020,De Lujo,2017,48190,Si,5700,No,No
23/09/2020,Subcompacto,2017,13390,Si,2300,No,No
13/04/2020,Camioneta,2018,53300,Si,6300,No,No
20/06/2020,Austero,2018,8200,Si,1800,No,No
16/03/2020,Subcompacto,2018,11260,Si,2800,No,No
08/11/2020,Camioneta,2018,86650,Si,8600,No,No
06/11/2020,Deportivo,2017,35680,Si,4300,No,No
04/04/2020,Camioneta,2017,94100,Si,7700,No,No
12/05/2020,Austero,2017,1850,Si,1000,No,No
02/02/2020,Camioneta,2017,57220,Si,8300,No,No
15/09/2020,Camioneta,2017,73160,Si,7800,No,No
26/06/2020,Subcompacto,2017,11110,Si,2600,No,No
12/05/2020,compacto,2017,27160,Si,3800,No,No
04/01/2020,Subcompacto,2017,11620,Si,2200,No,No
29/01/2020,De Lujo,2017,47810,Si,5000,No,No
16/06/2020,Camioneta,2017,69880,Si,6600,No,No
29/01/2020,Subcompacto,2019,10800,Si,2800,No,No
10/09/2020,compacto,2016,25480,Si,3700,No,No
19/07/2020,Subcompacto,2017,11520,Si,2000,No,No
27/03/2020,De Lujo,2017,41670,Si,5700,No,No
03/11/2020,Austero,2017,2450,Si,1400,No,No
16/05/2020,Camioneta,2016,66020,Si,7000,No,No
15/04/2020,Austero,2014,4050,Si,1600,No,No
15/11/2020,Austero,2017,4150,Si,1000,No,No
16/08/2020,Camioneta,2018,77490,Si,8000,No,No
15/12/2020,compacto,2018,25960,Si,3200,No,No
27/08/2020,compacto,2016,21670,Si,3000,No,No
07/08/2020,compacto,2016,25240,Si,3900,No,No
21/06/2020,Subcompacto,2018,14960,Si,2500,No,No
22/02/2020,Camioneta,2017,51820,Si,6900,No,No
22/07/2020,compacto,2016,23020,Si,3000,No,No
07/01/2020,Austero,2018,4540,Si,1100,No,No
21/10/2020,Subcompacto,2016,12820,Si,2000,No,No
11/04/2020,Austero,2018,4660,Si,1400,No,No
12/12/2020,Austero,2018,7460,Si,1300,No,No
01/03/2020,Austero,2017,8180,Si,2000,No,No
08/12/2020,Deportivo,2017,35370,Si,4600,No,No
31/05/2020,Camioneta,2016,72410,Si,6000,No,No
10/04/2020,Austero,2016,3350,Si,1300,No,No
03/02/2020,compacto,2017,21990,Si,3200,No,No
04/12/2020,Subcompacto,2017,19560,Si,2100,No,No
10/01/2020,Camioneta,2017,70760,Si,8800,No,No
02/09/2020,Subcompacto,2017,19240,Si,2100,No,No
26/07/2020,Camioneta,2016,51150,Si,7100,No,No
23/10/2020,Deportivo,2017,39610,Si,4900,No,No
02/08/2020,Deportivo,2017,30070,Si,4900,No,No
03/05/2020,Camioneta,2017,65030,Si,6300,No,No
24/09/2020,Deportivo,2017,32670,Si,4800,No,No
17/03/2020,De Lujo,2017,44980,Si,5800,No,No
27/12/2020,Austero,2016,5700,Si,1200,No,No
24/10/2020,Camioneta,2016,101950,Si,7000,No,No
29/09/2020,Subcompacto,2016,10160,Si,3000,No,No
16/03/2020,Austero,2016,40,Si,1800,Si,No
10/09/2020,Austero,2017,1580,Si,1500,No,No
22/07/2020,Austero,2016,6520,Si,1100,No,No
12/05/2020,Subcompacto,2017,14300,Si,2700,No,No
29/09/2020,Austero,2017,3530,Si,1700,No,No
05/08/2020,Camioneta,2017,70930,Si,7300,No,No
16/04/2020,Austero,2016,790,Si,1400,Si,No
08/01/2020,Austero,2016,1150,Si,1500,Si,No
10/11/2020,Austero,2016,4060,Si,1300,No,No
05/09/2020,Subcompacto,2017,10520,Si,2600,No,No
06/12/2020,Subcompacto,2018,19320,Si,2800,No,No
23/05/2020,Subcompacto,2017,11190,Si,2800,No,No
06/05/2020,compacto,2017,24470,Si,3300,No,No
20/01/2020,compacto,2017,26230,Si,3700,No,No
19/09/2020,compacto,2017,23030,Si,3900,No,No
11/04/2020,Deportivo,2017,39100,Si,4100,No,No
24/01/2020,Subcompacto,2017,19600,Si,2900,No,No
26/10/2020,Deportivo,2017,32500,Si,4900,No,No
08/06/2020,Camioneta,2016,61160,Si,7000,No,No
07/11/2020,Subcompacto,2017,16260,Si,2200,No,No
10/04/2020,Subcompacto,2017,13800,Si,3000,No,No
11/03/2020,Deportivo,2017,35750,Si,4000,No,No
14/05/2020,compacto,2017,24140,Si,3800,No,No
30/01/2020,Subcompacto,2017,15810,Si,2800,No,No
26/06/2020,Camioneta,2017,58950,Si,7500,No,No
04/10/2020,Austero,2016,5780,Si,1800,No,No
31/03/2020,Austero,2017,860,Si,2000,Si,No
28/06/2020,Austero,2017,5540,Si,1300,No,No
24/11/2020,Austero,2018,1900,Si,1300,No,No
16/03/2020,Subcompacto,2017,13960,Si,3000,No,No
20/10/2020,Deportivo,2016,31390,Si,4200,No,No
30/07/2020,Deportivo,2016,32530,Si,5000,No,No
03/03/2020,Subcompacto,2018,12690,Si,2800,No,No
17/04/2020,compacto,2016,20460,Si,3700,No,No
04/04/2020,Austero,2017,5200,Si,1600,No,No
02/04/2020,Austero,2018,4270,Si,1700,No,No
24/10/2020,Camioneta,2018,157010,Si,8700,No,No
04/01/2020,Austero,2018,7550,Si,1200,No,No
03/08/2020,De Lujo,2017,40560,Si,5800,No,No
24/04/2020,Subcompacto,2016,17900,Si,2500,No,No
04/07/2020,Subcompacto,2017,10530,Si,3000,No,No
11/04/2020,Subcompacto,2016,10490,Si,3000,No,No
22/11/2020,Deportivo,2017,39620,Si,4200,No,No
02/11/2020,Camioneta,2016,55730,Si,7900,No,No
09/07/2020,Camioneta,2017,168910,Si,8700,No,No
13/07/2020,Camioneta,2017,72290,Si,8100,No,No
19/05/2020,Austero,2017,9000,Si,1900,No,No
17/07/2020,Deportivo,2017,35300,Si,4000,No,No
16/05/2020,compacto,2018,26140,Si,3900,No,No
17/11/2020,Austero,2018,1030,Si,1100,Si,No
01/05/2020,Camioneta,2016,75550,Si,6400,No,No
13/04/2020,Camioneta,2017,80910,Si,9000,No,No
01/11/2020,Subcompacto,2018,13790,Si,2700,No,No
01/02/2020,Austero,2016,7630,Si,1300,No,No
24/09/2020,Deportivo,2017,31350,Si,5000,No,No
30/10/2020,Deportivo,2016,39320,Si,4300,No,No
23/03/2020,Austero,2016,6860,Si,1500,No,No
26/10/2020,Subcompacto,2017,16130,Si,3000,No,No
08/04/2020,Austero,2017,4570,Si,1600,No,No
12/05/2020,compacto,2016,24130,Si,3800,No,No
01/09/2020,compacto,2017,29140,Si,4000,No,No
16/02/2020,Austero,2017,1610,Si,1700,Si,No
13/10/2020,compacto,2018,21320,Si,3900,No,No
21/05/2020,Austero,2016,2620,Si,1700,No,No
09/09/2020,Subcompacto,2015,16290,Si,2000,No,No
22/04/2020,Camioneta,2017,69650,Si,7500,No,No
11/09/2020,Camioneta,2018,103260,Si,6700,No,No
18/07/2020,Austero,2017,280,Si,1000,Si,No
05/06/2020,Camioneta,2017,106480,Si,9400,No,No
17/07/2020,compacto,2016,21010,Si,3700,No,No
17/03/2020,Austero,2017,9070,Si,1500,No,No
22/11/2020,compacto,2018,20280,Si,3300,No,No
30/01/2020,Subcompacto,2017,15840,Si,2200,No,No
12/05/2020,Deportivo,2017,31210,Si,4500,No,No
06/03/2020,compacto,2017,25840,Si,3600,No,No
06/05/2020,Subcompacto,2017,13120,Si,2900,No,No
18/12/2020,Austero,2017,3120,Si,1300,No,No
23/03/2020,Camioneta,2017,118220,Si,8700,No,No
18/02/2020,Camioneta,2018,79830,Si,8600,No,No
27/12/2020,Deportivo,2018,39800,Si,4800,No,No
15/02/2020,Subcompacto,2018,17520,Si,2100,No,No
21/05/2020,De Lujo,2017,41650,Si,5800,No,No
08/07/2020,Austero,2018,8710,Si,1200,No,No
14/05/2020,Deportivo,2016,39300,Si,4700,No,No
23/04/2020,Austero,2017,5200,Si,2000,No,No
06/02/2020,compacto,2017,28450,Si,3400,No,No
06/03/2020,Camioneta,2017,65960,Si,6500,No,No
21/05/2020,Camioneta,2017,57680,Si,9300,No,No
28/05/2020,Camioneta,2016,59690,Si,7700,No,No
24/11/2020,compacto,2018,22400,Si,3000,No,No
21/12/2020,Austero,2017,3540,Si,2000,No,No
07/03/2020,De Lujo,2018,40250,Si,6000,No,No
16/01/2020,Deportivo,2017,34420,Si,4200,No,No
11/03/2020,Deportivo,2017,37350,Si,4300,No,No
23/05/2020,Austero,2018,2630,Si,1900,No,No
17/03/2020,Austero,2016,5430,Si,1200,No,No
10/02/2020,Deportivo,2017,32000,Si,4600,No,No
30/08/2020,Camioneta,2017,64760,Si,7500,No,No
09/06/2020,Austero,2017,7240,Si,1400,No,No
25/05/2020,Subcompacto,2017,19150,Si,2800,No,No
26/12/2020,compacto,2016,24800,Si,4000,No,No
26/06/2020,Subcompacto,2016,12270,Si,2400,No,No
